"the",39121
"and",27497
"to",26612
"of",21700
"in",15048
"a",13189
"for",11663
"i",8455
"that",8242
"is",7822
"with",6158
"our",5682
"we",5559
"are",5300
"state",5285
"health",4960
"as",4710
"have",4678
"this",4637
"services",4499
"on",4237
"my",4172
"connecticut",3970
"be",3667
"at",3498
"you",3366
"not",3184
"it",3115
"an",3013
"by",2969
"care",2876
"budget",2767
"program",2744
"will",2723
"community",2683
"funding",2671
"their",2602
"ct",2535
"from",2518
"has",2463
"these",2430
"am",2265
"was",2124
"support",2089
"programs",2082
"they",2042
"or",2035
"all",1926
"children",1925
"school",1919
"committee",1914
"m",1886
"more",1819
"year",1812
"who",1808
"can",1782
"would",1780
"me",1736
"students",1676
"education",1668
"been",1557
"appropriations",1470
"cuts",1465
"mental",1425
"years",1407
"work",1400
"members",1395
"need",1379
"families",1366
"people",1363
"but",1336
"which",1328
"public",1291
"new",1264
"testimony",1257
"many",1231
"provide",1229
"so",1202
"time",1190
"e",1146
"thank",1144
"no",1117
"also",1111
"other",1105
"help",1102
"do",1098
"one",1088
"home",1071
"than",1071
"proposed",1059
"if",1055
"your",1055
"through",1049
"needs",1039
"february",1035
"family",1027
"cut",1015
"center",992
"over",969
"when",964
"ahec",961
"about",952
"department",950
"those",945
"its",940
"system",930
"he",928
"us",917
"w",893
"there",890
"service",867
"uconn",858
"them",852
"million",845
"continue",808
"states",806
"what",806
"staff",801
"only",799
"most",795
"like",794
"because",787
"were",778
"how",754
"name",741
"any",736
"had",728
"governors",727
"impact",726
"s",724
"out",720
"very",719
"life",718
"x",717
"making",713
"housing",713
"residents",712
"her",711
"without",705
"representative",702
"centers",699
"make",696
"important",690
"being",675
"communities",675
"access",674
"resources",666
"able",666
"mm",660
"l",659
"senator",656
"medical",651
"well",646
"local",641
"day",641
"funds",638
"into",637
"fiscal",636
"cost",634
"regional",628
"such",625
"please",620
"individuals",613
"development",613
"quality",612
"good",610
"every",605
"schools",602
"his",598
"high",594
"even",594
"social",592
"may",590
"future",587
"supports",587
"parents",586
"youth",585
"now",583
"opportunity",580
"provides",577
"act",575
"here",573
"some",572
"child",565
"adjustments",561
"know",557
"based",556
"medicaid",552
"before",551
"first",546
"bye",544
"n",543
"living",541
"she",540
"agencies",540
"get",539
"director",539
"part",538
"connecticuts",537
"agency",536
"network",533
"providers",526
"training",526
"hb",524
"early",524
"walker",519
"university",519
"up",518
"hartford",518
"college",518
"last",512
"line",510
"office",507
"providing",501
"while",500
"ending",498
"prevention",495
"including",493
"made",493
"costs",492
"v",490
"workforce",487
"federal",486
"each",482
"student",480
"f",479
"expenditures",478
"where",476
"could",475
"current",473
"june",472
"t",468
"today",467
"working",464
"since",464
"governor",461
"disabilities",459
"much",458
"nursing",456
"information",455
"issues",454
"just",445
"dds",443
"needed",441
"money",441
"after",438
"learning",438
"both",438
"grant",437
"young",437
"serve",435
"c",432
"place",429
"way",426
"meet",424
"provided",423
"must",422
"research",419
"statewide",417
"ability",417
"want",412
"across",409
"great",407
"private",406
"long",405
"address",402
"fy",402
"economic",402
"increase",402
"commission",401
"general",401
"already",401
"dss",396
"urge",393
"critical",392
"hospital",391
"funded",391
"take",389
"abuse",389
"live",384
"fund",380
"adult",377
"additional",375
"better",374
"use",373
"childhood",371
"currently",370
"go",369
"past",368
"patients",366
"dollars",365
"higher",365
"two",364
"board",363
"within",362
"lives",360
"level",360
"under",359
"opportunities",357
"proposal",356
"g",355
"best",355
"change",355
"should",355
"hearing",350
"process",348
"safety",344
"executive",344
"educational",343
"haven",343
"independent",342
"primary",340
"available",340
"see",335
"further",334
"careers",333
"evening",332
"due",331
"item",326
"member",325
"offer",325
"human",324
"citizens",323
"treatment",322
"behalf",321
"legal",319
"policy",318
"experience",317
"street",317
"assistance",315
"start",314
"parent",313
"keep",312
"inc",312
"per",311
"council",311
"number",308
"less",306
"advocacy",305
"area",305
"become",304
"core",304
"action",303
"challenges",301
"legislature",300
"skills",299
"efforts",299
"ask",298
"job",298
"come",298
"own",298
"difficult",296
"plan",296
"group",296
"end",295
"population",295
"h",295
"professionals",294
"effective",293
"consideration",292
"jobs",291
"national",290
"received",290
"women",290
"r",289
"behavioral",289
"receive",289
"far",288
"workers",286
"result",284
"u",283
"during",282
"understand",280
"tourism",280
"three",280
"pay",280
"submitted",279
"organization",277
"financial",276
"resource",275
"speak",275
"back",274
"again",273
"success",273
"ensure",273
"continued",273
"increased",272
"risk",272
"reduction",272
"sbhcs",271
"court",271
"clients",270
"net",270
"aid",269
"safe",268
"grants",268
"investment",267
"learn",267
"reduce",267
"substance",266
"victims",266
"maintain",266
"then",265
"having",262
"crisis",260
"same",260
"significant",259
"homes",259
"healthcare",258
"however",258
"leadership",256
"person",256
"together",256
"association",253
"addition",252
"emergency",250
"brain",250
"mission",250
"violence",250
"hours",249
"k",249
"between",249
"does",249
"total",248
"helped",248
"employment",247
"legislative",247
"government",246
"reduced",246
"q",244
"case",242
"alliance",242
"son",242
"sincerely",242
"hope",241
"food",241
"model",241
"greater",241
"essential",240
"dmhas",239
"did",239
"vulnerable",238
"teachers",238
"him",238
"homelessness",237
"childrens",237
"organizations",236
"dont",236
"advocate",235
"benefits",235
"small",234
"term",234
"ofthe",233
"hospitals",233
"going",232
"im",231
"consider",231
"find",231
"regarding",230
"include",229
"vital",228
"injury",228
"adults",228
"addiction",227
"times",226
"rights",226
"feel",226
"others",226
"management",225
"hard",225
"necessary",224
"employees",224
"president",224
"house",224
"residential",223
"throughout",223
"o",223
"economy",222
"eastern",222
"tax",221
"resident",220
"waiting",220
"dear",219
"arts",219
"often",218
"order",217
"sexual",216
"why",215
"bill",215
"affordable",214
"another",213
"rate",213
"changes",213
"nonprofit",212
"bring",212
"free",212
"still",211
"assembly",211
"among",211
"developmental",210
"aging",210
"bridgeport",210
"full",208
"partnership",208
"transportation",207
"th",206
"give",204
"next",203
"savings",203
"healthy",203
"percent",203
"academic",202
"homeless",202
"age",201
"served",200
"kids",199
"week",199
"d",199
"special",198
"reducing",198
"positive",197
"believe",197
"collaboration",196
"facility",196
"data",195
"mg",195
"problems",195
"worker",194
"outcomes",194
"fact",193
"few",193
"boards",193
"right",193
"lack",193
"worked",192
"directly",192
"given",192
"reductions",191
"possible",191
"cutting",191
"different",190
"contact",190
"biac",189
"income",189
"doing",188
"club",188
"professional",188
"improve",187
"report",187
"rates",187
"decisions",186
"business",186
"districts",184
"revenue",184
"related",184
"role",183
"supported",183
"areas",183
"project",183
"questions",182
"create",182
"recovery",181
"teen",180
"beyond",180
"approximately",179
"concerns",179
"facilities",179
"away",178
"american",178
"justice",178
"several",178
"potential",178
"re",177
"marketing",177
"ever",177
"share",177
"progress",175
"respite",174
"towns",174
"cultural",174
"district",174
"illness",173
"loss",173
"direct",173
"contract",173
"required",173
"leave",172
"middletown",172
"successful",171
"seen",171
"deliver",171
"invaluable",171
"systems",170
"list",170
"voice",170
"em",170
"never",170
"initiative",170
"waterbury",170
"spending",170
"p",169
"operating",169
"remain",168
"attend",168
"stay",167
"society",167
"reach",167
"collaborative",166
"individual",166
"low",166
"experiences",166
"learned",164
"things",164
"benefit",164
"caregivers",164
"testify",163
"levels",163
"too",163
"activities",163
"chronic",163
"j",163
"around",162
"environment",162
"myself",162
"serving",161
"say",161
"strong",160
"poverty",160
"medicine",160
"domestic",160
"put",159
"initiatives",159
"protect",159
"example",159
"disability",158
"team",158
"patient",158
"ago",158
"technology",157
"supportive",157
"large",157
"face",157
"respectfully",157
"amount",157
"off",156
"think",156
"oppose",156
"increasing",155
"te",155
"found",155
"nearly",155
"helps",155
"building",155
"asnuntuck",154
"average",154
"months",154
"longer",154
"almost",153
"close",153
"means",153
"used",153
"helping",153
"following",152
"turn",152
"shelter",152
"planning",152
"done",152
"enough",151
"dental",151
"fer",151
"yet",150
"ongoing",150
"class",150
"old",150
"west",149
"conservation",149
"page",149
"limited",149
"concerned",149
"build",149
"independence",148
"supporting",148
"persons",148
"afternoon",147
"girls",147
"region",147
"friends",147
"operations",147
"allow",146
"institutions",146
"really",146
"expand",146
"five",146
"control",146
"return",146
"recent",145
"grow",145
"fall",145
"fax",145
"getting",145
"key",144
"cancer",144
"groups",144
"annually",143
"departments",143
"veterans",143
"move",143
"continuing",143
"barriers",143
"look",142
"writing",142
"require",141
"insurance",141
"older",141
"professions",141
"senior",141
"town",140
"approach",140
"sure",139
"works",139
"oral",139
"unique",138
"b",138
"growth",138
"below",138
"restore",138
"study",138
"thousands",138
"forward",137
"provider",137
"four",137
"waiver",137
"industry",136
"valuable",136
"difference",136
"creating",136
"once",136
"infrastructure",135
"science",135
"wellbeing",135
"continues",135
"ranking",135
"down",134
"councils",134
"ta",134
"items",134
"deep",134
"value",133
"raise",133
"second",133
"projects",133
"block",133
"allows",133
"opposition",133
"colleges",132
"disease",132
"daughter",132
"alone",132
"said",132
"client",131
"save",131
"assault",131
"includes",131
"severe",131
"stress",131
"corps",130
"lost",130
"basic",130
"longterm",130
"trainees",130
"protection",129
"using",129
"awareness",129
"results",129
"central",129
"st",129
"open",129
"probate",129
"dedicated",128
"capacity",128
"focus",128
"goal",128
"annual",128
"partner",127
"affect",127
"fair",127
"lose",126
"likely",126
"proud",126
"came",126
"history",126
"ready",126
"law",126
"effect",126
"cant",125
"themselves",125
"facing",125
"ways",125
"world",124
"tobacco",124
"express",124
"significantly",124
"ii",124
"mam",124
"classes",124
"elimination",124
"increases",124
"investments",124
"problem",123
"always",123
"receiving",123
"attention",123
"recently",123
"least",123
"meeting",123
"eliminate",123
"review",123
"budgets",122
"breakfast",122
"real",122
"spent",122
"commissioner",122
"request",122
"involved",122
"assist",121
"daily",121
"written",121
"growing",121
"recommendations",121
"multiple",121
"therefore",120
"partnerships",120
"subcommittee",120
"counseling",120
"main",120
"water",120
"classroom",120
"fortunate",120
"dcf",119
"prevent",119
"physical",119
"strategies",119
"against",119
"boys",119
"someone",119
"learners",119
"lead",119
"branch",118
"develop",118
"stakeholders",118
"comprehensive",118
"sector",118
"whom",118
"connection",117
"diverse",117
"task",117
"offered",117
"created",117
"pm",117
"conditions",117
"cochairs",117
"present",117
"humanities",117
"achieve",116
"located",116
"included",116
"little",116
"clrp",116
"career",116
"especially",116
"short",115
"call",115
"lprac",115
"commitment",115
"options",115
"readiness",115
"partners",115
"reimbursement",115
"devastating",115
"personal",114
"anti",114
"east",114
"concerning",114
"asian",113
"mother",113
"upon",113
"knowledge",112
"run",112
"distinguished",112
"practices",112
"allowed",112
"legislators",112
"until",112
"hill",111
"fully",111
"country",111
"extremely",111
"importance",111
"ones",111
"point",111
"entire",110
"set",110
"everyone",110
"summer",110
"permanent",110
"populations",109
"ofce",109
"room",109
"numbers",109
"latino",109
"intellectual",109
"serves",109
"appropriate",109
"month",108
"farm",108
"days",108
"established",108
"concern",108
"consequences",108
"effectively",108
"survivors",108
"iii",108
"trust",108
"major",108
"achievement",108
"pcsw",107
"happy",107
"comes",107
"lot",107
"volunteer",107
"transition",106
"strongly",106
"seek",106
"left",106
"road",106
"story",105
"degree",105
"studies",105
"tell",105
"language",105
"engineering",105
"adequate",105
"grateful",105
"clinical",105
"literacy",104
"goals",104
"loved",104
"paid",103
"foundation",103
"malloy",103
"library",103
"graduate",103
"struggling",103
"station",102
"afford",102
"advocates",102
"innovation",102
"along",102
"submit",102
"chair",101
"choice",101
"avenue",101
"requires",101
"got",101
"gap",101
"leader",101
"asking",100
"er",100
"effort",100
"represent",100
"faculty",100
"heard",100
"maintaining",100
"answer",100
"bringing",99
"intervention",99
"matter",99
"united",99
"city",99
"ahecs",99
"parks",99
"taking",99
"unit",99
"contracts",99
"affairs",98
"wage",98
"situation",98
"promotion",98
"visits",98
"complex",98
"xx",98
"promote",98
"position",98
"manage",97
"evaluation",97
"decision",97
"tn",97
"rather",97
"midterm",97
"went",97
"field",97
"torrington",97
"elderly",97
"overall",97
"assisted",96
"status",96
"range",96
"coordinator",96
"delivery",96
"felt",96
"ive",96
"simply",96
"obtain",96
"manufacturing",96
"told",96
"voices",96
"implement",95
"respond",95
"let",95
"top",95
"instead",95
"chance",95
"committed",95
"attending",95
"guide",94
"priority",94
"proven",94
"hundreds",94
"clubs",94
"issue",94
"estimated",94
"directors",94
"makes",93
"additionally",93
"wiii",93
"cases",93
"later",93
"improving",93
"heart",93
"show",93
"recruitment",93
"prior",92
"productive",92
"ng",92
"personally",92
"forced",92
"seniors",92
"eliminating",92
"taxes",91
"teacher",91
"expensive",91
"source",91
"despite",91
"play",91
"judicial",91
"manager",91
"although",91
"course",91
"disabled",91
"phone",90
"impacts",90
"spend",90
"everything",90
"scholarship",90
"highest",89
"preschool",89
"unable",89
"sustainability",89
"thing",89
"account",89
"offers",89
"etc",89
"restored",89
"force",89
"mom",89
"appreciate",88
"cmhc",88
"ed",88
"giving",88
"leaders",88
"priorities",88
"transparency",88
"whose",88
"took",88
"programming",88
"consumers",88
"fathers",88
"administration",88
"serious",88
"attorney",87
"date",87
"specifically",87
"millions",87
"alzheimers",87
"purpose",87
"brought",87
"particular",87
"various",87
"became",87
